school_id,school_name,postcode,borough,school_type
100260,Benthal Primary School,N16 7AU,Hackney,Primary
100261,Mandeville Primary School,E5 0BT,Hackney,Primary
100263,Holy Trinity Church of England Primary School,E8 3DY,Hackney,Primary
100264,Our Lady and St Joseph Catholic Primary School,N1 4JB,Hackney,Primary
100266,St John the Baptist Voluntary Aided Church of England Primary School,N1 6JG,Hackney,Primary
100267,St Matthias Church of England Primary School,N16 8DD,Hackney,Primary
100269,St. Paul's With St. Michael's CofE Primary School,E8 4PB,Hackney,Primary
100270,St John of Jerusalem Church of England Primary School,E9 7JF,Hackney,Primary
100274,St Scholastica's Catholic Primary School,E5 8BS,Hackney,Primary
100275,Simon Marks Jewish Primary School,N16 6PD,Hackney,Primary
100279,Stoke Newington School and Sixth Form,N16 9EX,Hackney,Secondary
100282,All Saints Catholic High School,N16 5AF,Hackney,Secondary
100284,The Urswick School - A Church of England Secondary School,E9 6NR,Hackney,Secondary
100321,Addison Primary School,W14 0DT,Hammersmith and Fulham,Primary
100322,Avonmore Primary School,W14 9LY,Hammersmith and Fulham,Primary
100324,Brackenbury Primary School,W6 0BA,Hammersmith and Fulham,Primary
100326,Miles Coverdale Primary School,W12 8JJ,Hammersmith and Fulham,Primary
100328,Flora Gardens Primary School,W6 7PZ,Hammersmith and Fulham,Primary
100331,Kenmont Primary School,NW10 6AL,Hammersmith and Fulham,Primary
100334,Melcombe Primary School,W6 9ER,Hammersmith and Fulham,Primary
100335,Old Oak Primary School,W12 0AS,Hammersmith and Fulham,Primary
100338,Sir John Lillie Primary School,SW6 7LN,Hammersmith and Fulham,Primary
100340,Wendell Park Primary School,W12 9LB,Hammersmith and Fulham,Primary
100341,Wormholt Park Primary School,W12 0SR,Hammersmith and Fulham,Primary
100344,All Saints CofE Primary School,SW6 6ED,Hammersmith and Fulham,Primary
100345,Holy Cross RC School,SW6 4BL,Hammersmith and Fulham,Primary
100346,John Betts Primary School,W6 0UA,Hammersmith and Fulham,Primary
100349,St John's Walham Green Church of England Primary School,SW6 6AS,Hammersmith and Fulham,Primary
100350,St Mary's Catholic Primary School,W14 0LT,Hammersmith and Fulham,Primary
100351,St Paul's CofE Primary School,W6 9BP,Hammersmith and Fulham,Primary
100352,St Peter's Primary School,W6 9BA,Hammersmith and Fulham,Primary
100353,St Stephen's CofE Primary School,W12 8LH,Hammersmith and Fulham,Primary
100354,Good Shepherd RC Primary School,W12 9BY,Hammersmith and Fulham,Primary
100357,St Thomas of Canterbury Catholic Primary School,SW6 7HB,Hammersmith and Fulham,Primary
100397,Ambler Primary School and Children's Centre,N4 2DR,Islington,Primary
100402,Drayton Park Primary School,N5 1PJ,Islington,Primary
100403,Duncombe Primary School,N19 4JA,Islington,Primary
100405,Gillespie Primary School,N5 1LH,Islington,Primary
100406,Grafton Primary School,N7 6AR,Islington,Primary
100407,Hanover Primary School,N1 8BD,Islington,Primary
100408,Hargrave Park Primary School,N19 5BS,Islington,Primary
100411,Laycock Primary School,N1 1SW,Islington,Primary
100415,Moreland Primary School,EC1V 8BB,Islington,Primary
100418,Pakeman Primary School,N7 6DU,Islington,Primary
100422,Robert Blair School and Children's Centre,N7 9QJ,Islington,Primary
100425,Thornhill Primary School,N1 1HX,Islington,Primary
100426,Vittoria Primary School,N1 0WF,Islington,Primary
100428,Winton Primary School,N1 9AZ,Islington,Primary
100429,Yerbury Primary School,N19 4RR,Islington,Primary
100430,Tufnell Park Primary School,N7 0HJ,Islington,Primary
100432,Ashmount Primary School,N8 9EG,Islington,Primary
100434,Prior Weston Primary School and Children's Centre,EC1Y 8JA,Islington,Primary
100437,Sacred Heart Catholic Primary School,N7 8JN,Islington,Primary
100438,St John Evangelist Catholic Primary School,N1 8BL,Islington,Primary
100439,St John's Upper Holloway CofE Primary School,N19 5RR,Islington,Primary
100440,St John's Highbury Vale CofE Primary School,N5 1DL,Islington,Primary
100441,St Joseph's Catholic Primary School,N19 5NE,Islington,Primary
100443,St Luke's CofE Primary School,EC1V 3SJ,Islington,Primary
100444,St Mark's CofE Primary School,N19 4JF,Islington,Primary
100446,St Mary's CofE Primary School,N1 2EP,Islington,Primary
100447,St Peter and St Paul Catholic Primary School,EC1V 0EU,Islington,Primary
100448,St Andrew's (Barnsbury) CofE Primary School,N1 0LB,Islington,Primary
100449,St Joan of Arc RC Primary School,N5 2UX,Islington,Primary
100450,Christ The King Catholic Primary School,N4 3QW,Islington,Primary
100455,Highbury Fields School,N5 1AR,Islington,Secondary
100457,Elizabeth Garrett Anderson School,N1 9QG,Islington,Secondary
100458,Central Foundation Boys' School,EC2A 4SH,Islington,Secondary
100477,Ashburnham Community School,SW10 0DT,Kensington and Chelsea,Primary
100478,Barlby Primary School,W10 6DW,Kensington and Chelsea,Primary
100479,Bevington Primary School,W10 5TW,Kensington and Chelsea,Primary
100480,Bousfield Primary School,SW5 0DJ,Kensington and Chelsea,Primary
100481,Colville Primary School,W11 2DF,Kensington and Chelsea,Primary
100482,Fox Primary School,W8 7PP,Kensington and Chelsea,Primary
100483,Marlborough Primary School,SW3 3AP,Kensington and Chelsea,Primary
100485,Oxford Gardens Primary School,W10 6NF,Kensington and Chelsea,Primary
100486,Park Walk Primary School,SW10 0AY,Kensington and Chelsea,Primary
100487,Avondale Park Primary School,W11 4EE,Kensington and Chelsea,Primary
100488,Thomas Jones Primary School,W11 1RQ,Kensington and Chelsea,Primary
100489,Christ Church CofE Primary School,SW3 4AA,Kensington and Chelsea,Primary
100490,Holy Trinity CofE Primary School,SW1X 9DE,Kensington and Chelsea,Primary
100491,Oratory Roman Catholic Primary School,SW3 6QH,Kensington and Chelsea,Primary
100492,St Thomas' CofE Primary School,W10 5EF,Kensington and Chelsea,Primary
100493,St Barnabas and St Philip's CofE Primary School,W8 6EJ,Kensington and Chelsea,Primary
100494,Saint Francis of Assisi Catholic Primary School,W11 4BJ,Kensington and Chelsea,Primary
100495,St Clement and St James CofE Primary School,W11 4PG,Kensington and Chelsea,Primary
100497,St Mary Abbots CofE Primary School,W8 4SP,Kensington and Chelsea,Primary
100499,Saint Mary's Catholic Primary School,W10 5AW,Kensington and Chelsea,Primary
100500,Servite RC Primary School,SW10 9NA,Kensington and Chelsea,Primary
100503,All Saints Catholic College,W10 6EL,Kensington and Chelsea,Secondary
100505,St Charles Catholic Primary School,W10 6EB,Kensington and Chelsea,Primary
100556,Ashmole Primary School,SW8 1NT,Lambeth,Primary
100560,Clapham Manor Primary School,SW4 0BZ,Lambeth,Primary
100564,Granton Primary School,SW16 5AN,Lambeth,Primary
100566,Heathbrook Primary School,SW8 3EH,Lambeth,Primary
100567,Henry Cavendish Primary School,SW12 0JA,Lambeth,Primary
100572,Jessop Primary School,SE24 0BJ,Lambeth,Primary
100574,Kingswood Primary School,SE27 9RD,Lambeth,Primary
100576,Larkhall Primary Campus,SW4 6PH,Lambeth,Primary
100577,Paxton Primary School,SE19 1PA,Lambeth,Primary
100578,Richard Atkins Primary School,SW2 4JP,Lambeth,Primary
100582,Stockwell Primary School,SW9 9TG,Lambeth,Primary
100584,Sudbourne Primary School,SW2 5EF,Lambeth,Primary
100585,Sunnyhill Primary School,SW16 2UW,Lambeth,Primary
100586,Telferscot Primary School,SW12 0HW,Lambeth,Primary
100588,Vauxhall Primary School,SE11 5LG,Lambeth,Primary
100589,Walnut Tree Walk Primary School,SE11 6DS,Lambeth,Primary
100591,"Wyvil Primary School and Resource Bases for Speech, Language and Communication Needs, and Autism",SW8 2TJ,Lambeth,Primary
100593,Crown Lane Primary School,SW16 3HX,Lambeth,Primary
100595,Fenstanton Primary School,SW2 3PW,Lambeth,Primary
100597,Elm Wood School,SE27 9RR,Lambeth,Primary
100598,Allen Edwards Primary School,SW4 6RP,Lambeth,Primary
100601,Glenbrook Primary School,SW4 8LD,Lambeth,Primary
100602,Julian's School,SE27 0JF,Lambeth,Primary
100604,Herbert Morrison Primary School,SW8 2HP,Lambeth,Primary
100609,Archbishop Sumner Church of England Primary School,SE11 4PH,Lambeth,Primary
100610,Christ Church Primary SW9,SW9 6HN,Lambeth,Primary
100612,Macaulay Church of England Primary School,SW4 0NU,Lambeth,Primary
100613,St Andrew's Church of England Primary School,SW9 9DE,Lambeth,Primary
100614,St John the Divine Church of England Primary School,SE5 0SX,Lambeth,Primary
100615,St John's Angell Town Church of England Primary School,SW9 7HH,Lambeth,Primary
100616,St Jude's Church of England Primary School,SE24 0EL,Lambeth,Primary
100619,St Mark's Church of England Primary School,SE11 5SL,Lambeth,Primary
100620,St Saviour's Church of England Primary School,SE24 0AY,Lambeth,Primary
100621,St Stephen's Church of England Primary School,SW8 1EJ,Lambeth,Primary
100622,Holy Trinity Church of England Primary School,SW2 2RL,Lambeth,Primary
100623,St Helen's Catholic Primary School,SW9 0TQ,Lambeth,Primary
100624,The Norwood School,SE19 3NY,Lambeth,Secondary
100625,Lilian Baylis Technology School,SE11 5QY,Lambeth,Secondary
100627,Saint Gabriel's College,SW9 6UL,Lambeth,Secondary
100629,St Anne's Catholic Primary School,SE11 5JA,Lambeth,Primary
100631,St Bede's Catholic Primary School,SW12 0LF,Lambeth,Primary
100632,St Andrew's Catholic Primary School,SW16 2ET,Lambeth,Primary
100633,Immanuel and St Andrew Church of England Primary School,SW16 5SL,Lambeth,Primary
100634,Reay Primary School,SW9 0EN,Lambeth,Primary
100636,St Mary's Roman Catholic Primary School,SW4 9QJ,Lambeth,Primary
100637,La Retraite Roman Catholic Girls' School,SW12 0AB,Lambeth,Secondary
100638,Bishop Thomas Grant Catholic Secondary School,SW16 2HY,Lambeth,Secondary
100671,Adamsrill Primary School,SE26 4AQ,Lewisham,Primary
100672,Athelney Primary School,SE6 3LD,Lewisham,Primary
100673,Baring Primary School,SE12 0NB,Lewisham,Primary
100674,Beecroft Garden Primary,SE4 2BS,Lewisham,Primary
100676,Cooper's Lane Primary School,SE12 0LF,Lewisham,Primary
100677,Dalmain Primary School,SE23 1AS,Lewisham,Primary
100678,Deptford Park Primary School,SE8 5RJ,Lewisham,Primary
100679,Downderry Primary School,BR1 5QL,Lewisham,Primary
100680,Edmund Waller Primary School,SE14 5LY,Lewisham,Primary
100681,Elfrida Primary School,SE6 3EN,Lewisham,Primary
100683,Forster Park Primary School,SE6 1PQ,Lewisham,Primary
100684,Gordonbrock Primary School,SE4 1HQ,Lewisham,Primary
100685,Grinling Gibbons Primary School,SE8 5LW,Lewisham,Primary
100686,Haseltine Primary School,SE26 5AD,Lewisham,Primary
100687,Brindishe Green School,SE13 6EH,Lewisham,Primary
100688,Holbeach Primary School,SE6 4TP,Lewisham,Primary
100689,John Stainer Community Primary School,SE4 2DY,Lewisham,Primary
100690,Kelvin Grove Primary School,SE26 6BB,Lewisham,Primary
100691,Kender Primary School,SE14 5JA,Lewisham,Primary
100692,Launcelot Primary School and Nursery,BR1 5EA,Lewisham,Primary
100693,Brindishe Manor School,SE13 5LS,Lewisham,Primary
100695,Oak Gardens Primary School,SE8 4QB,Lewisham,Primary
100696,Marvels Lane Primary School,SE12 9RA,Lewisham,Primary
100699,Rangefield Primary School,BR1 4RP,Lewisham,Primary
100700,Rathfern Primary School,SE6 4NL,Lewisham,Primary
100701,Rushey Green Primary School,SE6 2LA,Lewisham,Primary
100703,Sandhurst Primary School,SE6 1NW,Lewisham,Primary
100704,Stillness Junior School,SE23 1NH,Lewisham,Primary
100705,Stillness Infant School,SE23 1NH,Lewisham,Primary
100708,Torridon Primary School,SE6 1TG,Lewisham,Primary
100709,John Ball Primary School,SE3 0TP,Lewisham,Primary
100710,Fairlawn Primary School,SE23 3SB,Lewisham,Primary
100711,Eliot Bank Primary School,SE26 4BU,Lewisham,Primary
100712,Twin Oaks Primary School,SE8 5AE,Lewisham,Primary
100713,Myatt Garden Primary School,SE4 1DF,Lewisham,Primary
100714,Horniman Primary School,SE23 3BP,Lewisham,Primary
100715,Perrymount Primary School,SE23 2PX,Lewisham,Primary
100716,Ashmead Primary School,SE8 4DX,Lewisham,Primary
100717,Brindishe Lee School,SE12 8NA,Lewisham,Primary
100718,Kilmorie Primary School,SE23 2SP,Lewisham,Primary
100719,All Saints' Church of England Primary School Blackheath,SE3 0TX,Lewisham,Primary
100722,Good Shepherd RC School,BR1 5EP,Lewisham,Primary
100723,Holy Trinity Church of England Primary School,SE23 3HZ,Lewisham,Primary
100724,St Margaret's Lee CofE Primary School,SE13 5SG,Lewisham,Primary
100725,St Augustine's Catholic Primary School and Nursery,SE6 3RD,Lewisham,Primary
100726,St Bartholomews's Church of England Primary School,SE26 4LJ,Lewisham,Primary
100728,St John Baptist Southend Church of England Primary School,BR1 5RL,Lewisham,Primary
100729,St Joseph's Catholic Primary School,SE8 3PH,Lewisham,Primary
100730,St Mary's Lewisham Church of England Primary School,SE13 6NX,Lewisham,Primary
100733,St Saviour's Catholic Primary School,SE13 6AL,Lewisham,Primary
100737,St William of York Catholic Primary School,SE23 1PS,Lewisham,Primary
100739,Holy Cross Catholic Primary School,SE6 2LD,Lewisham,Primary
100740,Deptford Green School,SE14 6AN,Lewisham,Secondary
100741,Sydenham School,SE26 4RD,Lewisham,Secondary
100745,Forest Hill School,SE23 2XN,Lewisham,Secondary
100748,Addey and Stanhope School,SE14 6TJ,Lewisham,Secondary
100774,Albion Primary School,SE16 7JD,Southwark,Primary
100775,Bellenden Primary School,SE15 4JP,Southwark,Primary
100780,Bird In Bush School,SE15 1QP,Southwark,Primary
100784,Crampton Primary,SE17 3LE,Southwark,Primary
100785,Crawford Primary School,SE5 9NF,Southwark,Primary
100790,Goodrich Community Primary School,SE22 0EP,Southwark,Primary
100791,Grange Primary School,SE1 4RP,Southwark,Primary
100793,Heber Primary School,SE22 9LA,Southwark,Primary
100794,Hollydale Primary School,SE15 2AR,Southwark,Primary
100795,Ilderton Primary School,SE16 3LA,Southwark,Primary
100796,Ivydale Primary School,SE15 3BU,Southwark,Primary
100798,John Ruskin Primary School and Language Classes,SE5 0PQ,Southwark,Primary
100800,Keyworth Primary School,SE17 3TR,Southwark,Primary
100801,Dulwich Wood Primary School,SE21 8NS,Southwark,Primary
100803,Michael Faraday School,SE17 2HR,Southwark,Primary
100808,Riverside Primary School,SE16 4PS,Southwark,Primary
100809,Robert Browning Primary School,SE17 1DQ,Southwark,Primary
100811,Snowsfields Primary School,SE1 3TD,Southwark,Primary
100812,Southwark Park Primary School,SE16 2JH,Southwark,Primary
100813,Tower Bridge Primary School,SE1 2AE,Southwark,Primary
100815,Victory Primary School,SE17 1PT,Southwark,Primary
100817,Phoenix Primary School,SE1 5JT,Southwark,Primary
100818,Pilgrims' Way Primary School,SE15 1EF,Southwark,Primary
100819,Alfred Salter Primary School,SE16 7LP,Southwark,Primary
100821,Oliver Goldsmith Primary School,SE5 8UH,Southwark,Primary
100822,Boutcher Church of England Primary School,SE1 3BW,Southwark,Primary
100823,Dulwich Village Church of England Infants' School,SE21 7BU,Southwark,Primary
100824,English Martyrs' Roman Catholic Primary School,SE17 1RB,Southwark,Primary
100825,St James the Great Roman Catholic Primary School,SE15 5LP,Southwark,Primary
100826,St Francis RC Primary School,SE15 1RQ,Southwark,Primary
100827,St George's Church of England Primary School,SE5 7TF,Southwark,Primary
100829,St James' Church of England Primary School,SE16 4SU,Southwark,Primary
100830,St John's and St Clement's Church of England Primary School,SE15 4DY,Southwark,Primary
100834,"Saint Joseph's Catholic Primary School, the Borough",SE1 1NJ,Southwark,Primary
100835,St Jude's Church of England Primary School,SE1 6HA,Southwark,Primary
100837,Peter Hills with St Mary's and St Paul's CofE Primary School,SE16 5ED,Southwark,Primary
100839,St Peter's Church of England Primary School,SE17 2HH,Southwark,Primary
100840,The Cathedral School of St Saviour and St Mary Overie,SE1 1HG,Southwark,Primary
100841,St John's Roman Catholic Primary School,SE16 6SD,Southwark,Primary
100849,St Saviour's and St Olave's Church of England School,SE1 4AN,Southwark,Secondary
100853,St Joseph's Catholic Junior School,SE5 0TS,Southwark,Primary
100854,St Joseph's Catholic Infants School,SE5 0TS,Southwark,Primary
100855,Friars Primary Foundation School,SE1 0RF,Southwark,Primary
100857,The St Thomas the Apostle College,SE15 2EB,Southwark,Secondary
100890,Ben Jonson Primary School,E1 4PZ,Tower Hamlets,Primary
100891,Bonner Primary School,E2 0NF,Tower Hamlets,Primary
100892,Old Palace Primary School,E3 3BT,Tower Hamlets,Primary
100894,Cayley Primary School,E14 7NG,Tower Hamlets,Primary
100895,Blue Gate Fields Junior School,E1 0EH,Tower Hamlets,Primary
100896,Chisenhale Primary School,E3 5QY,Tower Hamlets,Primary
100898,Cubitt Town Primary School,E14 3NE,Tower Hamlets,Primary
100902,Globe Primary School,E2 0JH,Tower Hamlets,Primary
100903,Hague Primary School,E2 0BP,Tower Hamlets,Primary
100904,Harbinger Primary School,E14 3QP,Tower Hamlets,Primary
100906,John Scurr Primary School,E1 4AX,Tower Hamlets,Primary
100907,Lawdale Junior School,E2 6LS,Tower Hamlets,Primary
100908,Elizabeth Selby Infants' School,E2 6PP,Tower Hamlets,Primary
100911,Marion Richardson Primary School,E1 0QF,Tower Hamlets,Primary
100912,Marner Primary School,E3 3LL,Tower Hamlets,Primary
100913,Mayflower Primary School,E14 6DU,Tower Hamlets,Primary
100914,Mowlem Primary School,E2 9HE,Tower Hamlets,Primary
100915,Blue Gate Fields Infants' School,E1 0EH,Tower Hamlets,Primary
100916,Olga Primary School,E3 5DN,Tower Hamlets,Primary
100917,Stepney Park Primary School,E1 3BW,Tower Hamlets,Primary
100920,Manorfield Primary School,E14 6QD,Tower Hamlets,Primary
100923,Stewart Headlam Primary School,E1 5RE,Tower Hamlets,Primary
100927,Wellington Primary School,E3 4NE,Tower Hamlets,Primary
100928,Woolmore Primary School,E14 0EW,Tower Hamlets,Primary
100930,Thomas Buxton Primary School,E1 5AR,Tower Hamlets,Primary
100931,Seven Mills Primary School,E14 8LY,Tower Hamlets,Primary
100934,Osmani Primary School,E1 5AD,Tower Hamlets,Primary
100937,Bangabandhu Primary School,E2 0LB,Tower Hamlets,Primary
100938,Halley Primary School,E14 7SS,Tower Hamlets,Primary
100939,Bigland Green Primary School,E1 2ND,Tower Hamlets,Primary
100940,Kobi Nazrul Primary School,E1 1JP,Tower Hamlets,Primary
100943,William Davis Primary School,E2 6ET,Tower Hamlets,Primary
100944,Christ Church CofE School,E1 6PU,Tower Hamlets,Primary
100946,Stepney Greencoat Church of England Primary School,E14 7TF,Tower Hamlets,Primary
100949,St Agnes RC Primary School,E3 3ER,Tower Hamlets,Primary
100951,St Edmund's Catholic School,E14 3RS,Tower Hamlets,Primary
100953,St John's Church of England Primary School,E2 9LR,Tower Hamlets,Primary
100954,St Luke's Church of England Primary School,E14 3EB,Tower Hamlets,Primary
100958,St Paul With St Luke CofE Primary Federation,E3 4LA,Tower Hamlets,Primary
100959,St Paul's Whitechapel Church of England Primary School,E1 8HY,Tower Hamlets,Primary
100960,St Peter's London Docks CofE Primary School,E1W 3QT,Tower Hamlets,Primary
100961,St Saviour's Church of England Primary School,E14 6BB,Tower Hamlets,Primary
100962,English Martyrs Roman Catholic Primary School,E1 8DJ,Tower Hamlets,Primary
100965,Bow School,E3 3QW,Tower Hamlets,Secondary
100966,Langdon Park Community School,E14 0RZ,Tower Hamlets,Secondary
100967,Morpeth School,E2 0PX,Tower Hamlets,Secondary
100972,Oaklands School,E2 6PR,Tower Hamlets,Secondary
100973,Swanlea School,E1 5DJ,Tower Hamlets,Secondary
100974,George Green's School,E14 3DW,Tower Hamlets,Secondary
100975,Central Foundation Girls' School,E3 2AE,Tower Hamlets,Secondary
100977,Stepney All Saints Church of England Secondary School,E1 0RH,Tower Hamlets,Secondary
100995,Alderbrook Primary School,SW12 8PP,Wandsworth,Primary
100996,Allfarthing Primary School,SW18 2LR,Wandsworth,Primary
100997,Beatrix Potter Primary School,SW18 3ER,Wandsworth,Primary
101001,Brandlehow Primary School,SW15 2ED,Wandsworth,Primary
101005,Earlsfield Primary School,SW18 3QQ,Wandsworth,Primary
101006,Falconbrook Primary School,SW11 2LX,Wandsworth,Primary
101009,Furzedown Primary School,SW17 9TJ,Wandsworth,Primary
101011,Honeywell Junior School,SW11 6EF,Wandsworth,Primary
101012,Honeywell Infant School,SW11 6EF,Wandsworth,Primary
101013,Hotham Primary School,SW15 1PN,Wandsworth,Primary
101014,John Burns Primary School,SW11 5QR,Wandsworth,Primary
101016,Penwortham Primary School,SW16 6RJ,Wandsworth,Primary
101018,Riversdale Primary School,SW18 5JP,Wandsworth,Primary
101019,Sellincourt Primary School,SW17 9SA,Wandsworth,Primary
101020,Shaftesbury Park Primary School,SW11 5UW,Wandsworth,Primary
101021,Smallwood Primary School and Language Unit,SW17 0TW,Wandsworth,Primary
101022,Swaffield School,SW18 2SA,Wandsworth,Primary
101024,West Hill Primary School,SW18 5ST,Wandsworth,Primary
101026,Sheringdale Primary School,SW18 5TR,Wandsworth,Primary
101027,Southmead Primary School,SW19 6QT,Wandsworth,Primary
101028,Granard Primary School,SW15 6XA,Wandsworth,Primary
101029,Heathmere Primary School,SW15 4LJ,Wandsworth,Primary
101031,Ronald Ross Primary School,SW19 6RY,Wandsworth,Primary
101032,Albemarle Primary School,SW19 6JP,Wandsworth,Primary
101034,"All Saints' CofE Primary School, Putney",SW15 1HL,Wandsworth,Primary
101036,Holy Ghost Catholic Primary School,SW12 8QJ,Wandsworth,Primary
101037,Our Lady of Victories Catholic Primary School,SW15 1AW,Wandsworth,Primary
101038,Roehampton Church Forest Primary School,SW15 4AA,Wandsworth,Primary
101042,St Boniface RC Primary School,SW17 8PP,Wandsworth,Primary
101043,St Faith's CofE Primary School,SW18 1AE,Wandsworth,Primary
101044,St George's CofE Primary School,SW8 4JS,Wandsworth,Primary
101045,St Joseph's Catholic Primary and Nursery School,SW15 2QD,Wandsworth,Primary
101046,St Mary's CofE Nursery and Primary School,SW15 1BA,Wandsworth,Primary
101047,Trinity St Mary's CofE Primary School,SW12 8DR,Wandsworth,Primary
101048,St Mary's RC Voluntary Aided Primary School,SW8 4EN,Wandsworth,Primary
101049,St Michael's CofE Primary School,SW18 5SQ,Wandsworth,Primary
101050,"Sacred Heart Catholic Primary School, Roehampton",SW15 5NX,Wandsworth,Primary
101051,Our Lady Queen of Heaven RC School,SW19 6AD,Wandsworth,Primary
101052,St Anselm's Catholic Primary School,SW17 8RW,Wandsworth,Primary
101057,Hillbrook School,SW17 8SG,Wandsworth,Primary
101107,St John's Wood Primary School,NW8 7AL,Westminster,Primary
101110,Edward Wilson Primary School,W2 5TL,Westminster,Primary
101111,Essendine Primary School,W9 2LR,Westminster,Primary
101116,Hallfield Primary School,W2 6JJ,Westminster,Primary
101120,Queen's Park Primary School,W10 4DQ,Westminster,Primary
101121,All Souls CofE Primary School,W1W 7JJ,Westminster,Primary
101122,Burdett-Coutts and Townshend Foundation CofE Primary School,SW1P 2QQ,Westminster,Primary
101123,Hampden Gurney CofE Primary School,W1H 5HA,Westminster,Primary
101125,St Augustines Federated Schools: CofE Primary School,NW6 5XA,Westminster,Primary
101126,St Barnabas' CofE Primary School,SW1W 8PF,Westminster,Primary
101127,St Clement Danes CofE Primary School,WC2B 5SU,Westminster,Primary
101128,St Edward's Catholic Primary School,NW1 6LH,Westminster,Primary
101129,St Gabriel's CofE Primary School,SW1V 3AG,Westminster,Primary
101130,St George's Hanover Square CofE Primary School,W1K 2XH,Westminster,Primary
101131,Soho Parish CofE Primary School,W1D 7LF,Westminster,Primary
101132,St James & St John Church of England Primary School,W2 3QD,Westminster,Primary
101134,St Luke's CofE Primary School,W9 3EJ,Westminster,Primary
101135,St Mary Magdalene & St Stephen's CofE Primary School,W2 5TF,Westminster,Primary
101136,St Mary's Bryanston Square CofE School,W1H 1DL,Westminster,Primary
101137,St. Mary of the Angels Catholic Primary School,W2 5PR,Westminster,Primary
101138,"St Matthew's School, Westminster",SW1P 2DG,Westminster,Primary
101139,St Peter's CofE School,W9 2AN,Westminster,Primary
101140,St Peter's Eaton Square CofE Primary School,SW1W 0NL,Westminster,Primary
101141,St Saviour's CofE Primary School,W9 2JD,Westminster,Primary
101143,St Vincent's Catholic Primary School,W1U 4DF,Westminster,Primary
101147,Christ Church Bentinck CofE Primary School,NW1 5NS,Westminster,Primary
101154,St Augustine's Federated Schools: CE High School,NW6 5SN,Westminster,Secondary
102078,Belmont Junior School,N22 6RA,Haringey,Primary
102079,Belmont Infant School,N22 6RA,Haringey,Primary
102080,Bounds Green Junior School,N11 2QG,Haringey,Primary
102081,Bounds Green Infant School,N11 2QG,Haringey,Primary
102084,Campsbourne Junior School,N8 7AF,Haringey,Primary
102085,Campsbourne Infant School,N8 7AF,Haringey,Primary
102087,The Devonshire Hill Nursery & Primary School,N17 8LB,Haringey,Primary
102091,Earlsmead Primary School,N15 4PW,Haringey,Primary
102092,Highgate Primary School,N6 4ED,Haringey,Primary
102094,Lancasterian Primary School,N17 8NN,Haringey,Primary
102097,Coldfall Primary School,N10 1HS,Haringey,Primary
102098,Tetherdown Primary School,N10 3BP,Haringey,Primary
102106,Rokesly Junior School,N8 8NH,Haringey,Primary
102107,Rokesly Infant & Nursery School,N8 8NH,Haringey,Primary
102110,South Harringay Junior School,N4 1BA,Haringey,Primary
102111,South Harringay Infant School,N4 1BA,Haringey,Primary
102115,West Green Primary School,N15 3RT,Haringey,Primary
102121,Coleridge Primary School,N8 8DN,Haringey,Primary
102124,Welbourne Primary School,N15 4EA,Haringey,Primary
102125,Lea Valley Primary School,N17 0PT,Haringey,Primary
102127,Ferry Lane Primary School,N17 9PP,Haringey,Primary
102128,Rhodes Avenue Primary School,N22 7UT,Haringey,Primary
102129,Crowland Primary School,N15 6UX,Haringey,Primary
102130,Weston Park Primary School,N8 9WP,Haringey,Primary
102131,The Willow Primary School,N17 6HW,Haringey,Primary
102132,St Aidan's Voluntary Controlled Primary School,N4 4RR,Haringey,Primary
102135,St Michael's CofE Voluntary Aided Primary School,N6 4BG,Haringey,Primary
102136,St James Church of England Primary School,N10 3JA,Haringey,Primary
102139,St Mary's CofE Primary School,N8 7BU,Haringey,Primary
102142,Our Lady of Muswell Catholic Primary School,N10 1PS,Haringey,Primary
102143,St Francis de Sales RC Junior School,N17 8AZ,Haringey,Primary
102144,St Ignatius RC Primary School,N15 6ND,Haringey,Primary
102146,St Paul's Catholic Primary School,N22 7SZ,Haringey,Primary
102149,St Francis de Sales RC Infant School,N17 8AZ,Haringey,Primary
102150,St Martin of Porres Catholic Primary School,N11 2AF,Haringey,Primary
102152,St John Vianney RC Primary School,N15 3HD,Haringey,Primary
102153,Hornsey School for Girls,N8 9JF,Haringey,Secondary
102154,Highgate Wood Secondary School,N8 8RN,Haringey,Secondary
102156,Fortismere School,N10 1NE,Haringey,Secondary
102157,Gladesmore Community School,N15 6EB,Haringey,Secondary
102709,Altmore Infant School,E6 2BX,Newham,Primary
102710,Avenue Primary School,E12 6AR,Newham,Primary
102711,Brampton Primary School,E6 3LB,Newham,Primary
102712,Carpenters Primary School,E15 2JQ,Newham,Primary
102716,Dersingham Primary School,E12 5QJ,Newham,Primary
102721,Godwin Junior School,E7 0JW,Newham,Primary
102722,Woodgrange Infant School,E7 0NJ,Newham,Primary
102723,Grange Primary School,E13 0HE,Newham,Primary
102725,Keir Hardie Primary School,E16 1FZ,Newham,Primary
102728,Lathom Junior School,E6 2DU,Newham,Primary
102729,Stratford Manor Primary School & Nursery,E15 3BA,Newham,Primary
