school_id,school_name,postcode,borough,school_type,centroid_latitude,centroid_longitude
138960,Sacred Heart Catholic School,SE5 0RP,Southwark,Secondary,51.47629,-0.098919
139364,Fulham Cross Academy,SW6 6SN,Hammersmith and Fulham,Secondary,51.47778,-0.215203
139365,Fulham Cross Girls' School and Language College,SW6 6BP,Hammersmith and Fulham,Secondary,51.48137,-0.214185
139369,St George's Catholic School,W9 1RB,Westminster,Secondary,51.53291,-0.187945
139423,Our Lady and St Joseph Catholic Primary School,E14 0DE,Tower Hamlets,Primary,51.50994,-0.019683
139546,West London Free School Primary,W6 0LB,Hammersmith and Fulham,Primary,51.49476,-0.230704
139587,The Charter School Bermondsey,SE16 4EE,Southwark,Secondary,51.49611,-0.062553
139592,Tooting Primary School,SW17 8HE,Wandsworth,Primary,51.42693,-0.161918
139645,Ark Brunel Primary Academy,W10 5AT,Kensington and Chelsea,Primary,51.52575,-0.211843
139659,Oasis Academy South Bank,SE1 7HS,Lambeth,Secondary,51.49848,-0.111727
139672,Haberdashers' Hatcham Free School,SE14 5SF,Lewisham,Primary,51.46733,-0.043241
139687,Mosaic Jewish Primary School,SW15 4EU,Wandsworth,Primary,51.45185,-0.245173
139718,Ark All Saints Academy,SE5 0UB,Southwark,Secondary,51.47803,-0.099567
139775,Rutherford House School,SW17 7BS,Wandsworth,Primary,51.43906,-0.155258
139814,"The Olive School, Hackney",E9 6EJ,Hackney,Primary,51.54992,-0.05219
139820,Ark White City Primary Academy,W12 7PT,Hammersmith and Fulham,Primary,51.51259,-0.22935
139824,Wilberforce Primary,W10 4LB,Westminster,Primary,51.53201,-0.208858
139837,Abacus Belsize Primary School,N1C 4PF,Camden,Primary,51.53782,-0.130633
139842,Burntwood School,SW17 0AQ,Wandsworth,Secondary,51.43813,-0.180058
139898,Pimlico Primary,SW1V 3AT,Westminster,Primary,51.48818,-0.137173
139907,Judith Kerr Primary School,SE24 9JE,Southwark,Primary,51.45273,-0.093061
140050,Gateway Academy,NW8 8LN,Westminster,Primary,51.52468,-0.170497
140064,Culloden Primary - A Paradigm Academy,E14 0PT,Tower Hamlets,Primary,51.51423,-0.004983
140096,Old Ford Primary - A Paradigm Academy,E3 5LD,Tower Hamlets,Primary,51.53359,-0.030941
140210,Mossbourne Victoria Park Academy,E9 7HD,Hackney,Secondary,51.53845,-0.043767
140212,Kensington Aldridge Academy,W10 6EX,Kensington and Chelsea,Secondary,51.51441,-0.215299
140213,Kensington Primary Academy,W14 8PU,Kensington and Chelsea,Primary,51.49543,-0.203882
140221,South Bank University Academy,SE17 2TP,Southwark,Secondary,51.48791,-0.089246
140222,Oasis Academy Putney,SW15 1LY,Wandsworth,Primary,51.46922,-0.228496
140423,Floreat Wandsworth Primary School,SW18 4EQ,Wandsworth,Primary,51.44734,-0.189133
140426,Mossbourne Riverside Academy,E15 2GW,Hackney,Primary,51.54699,-0.023555
140495,Whitehall Park School,N6 5EP,Islington,Primary,51.57261,-0.133549
140507,John Donne Primary School,SE15 2SW,Southwark,Primary,51.47259,-0.060814
140682,Westbridge Academy,SW11 3NE,Wandsworth,Primary,51.47706,-0.171871
140686,Kings Cross Academy,N1C 4BT,Camden,Primary,51.53745,-0.127057
140811,Earl's Court Free School Primary,W6 0LB,Hammersmith and Fulham,Primary,51.49476,-0.230704
140884,Marylebone Boys' School,W2 1QZ,Westminster,Secondary,51.51907,-0.176934
140937,Harris Primary Academy East Dulwich,SE22 8HA,Southwark,Primary,51.45492,-0.076705
140966,Trinity Academy,SW2 1QS,Lambeth,Secondary,51.45653,-0.119547
140985,Harris Academy Battersea,SW11 5AP,Wandsworth,Secondary,51.47324,-0.159496
141039,"Canary Wharf College, Glenworth",E14 3EB,Tower Hamlets,Primary,51.48959,-0.005512
141082,Oasis Academy Silvertown,E16 2BB,Newham,Secondary,51.50245,0.026519
141133,London Enterprise Academy,E1 1RD,Tower Hamlets,Secondary,51.515,-0.063797
141135,The Fulham Boys School,SW6 5BD,Hammersmith and Fulham,Secondary,51.47924,-0.199708
141296,Sheringham Primary School,E12 5PB,Newham,Primary,51.55343,0.05948
141576,Northwold Primary School,E5 8RN,Hackney,Primary,51.56266,-0.065035
141617,The Hurlingham Academy,SW6 3ED,Hammersmith and Fulham,Secondary,51.46782,-0.1965
141666,Angel Oak Academy,SE15 6FL,Southwark,Primary,51.47992,-0.078419
141685,Langford Primary School,SW6 2LG,Hammersmith and Fulham,Primary,51.47222,-0.188911
141750,Halley House School,E8 2DJ,Hackney,Primary,51.55209,-0.07382
141808,Saint Cecilia's Church of England School,SW18 5JR,Wandsworth,Secondary,51.44696,-0.208576
141902,Greenside Primary School,W12 9PT,Hammersmith and Fulham,Primary,51.50391,-0.236618
141925,St Helen's Catholic Primary School,E13 8DW,Newham,Primary,51.52259,0.017049
141927,St Joachim's Catholic Primary School,E16 3DT,Newham,Primary,51.51175,0.03088
141931,The Cardinal Vaughan Memorial RC School,W14 8BZ,Kensington and Chelsea,Secondary,51.50387,-0.211792
142090,The Belham Primary School,SE15 4DG,Southwark,Primary,51.46555,-0.074272
142112,Hackney New Primary School,N1 5FR,Hackney,Primary,51.53928,-0.07736
142178,The Charter School East Dulwich,SE22 8EY,Southwark,Secondary,51.45924,-0.080511
142255,Mossbourne Parkside Academy,E8 1AS,Hackney,Primary,51.54877,-0.062451
142256,Thomas's Academy,SW6 4LY,Hammersmith and Fulham,Primary,51.4721,-0.20418
142267,Upton Cross Primary School,E13 0RJ,Newham,Primary,51.53625,0.029635
142456,St Winifred's RC Primary School,SE12 0SJ,Lewisham,Primary,51.44773,0.009602
142632,Portway Primary School,E13 0JW,Newham,Primary,51.53362,0.019079
142644,Sarah Bonnell School,E15 4LP,Newham,Secondary,51.54298,0.007408
142708,Hartley Primary School,E6 1NT,Newham,Primary,51.53318,0.049526
142726,Selwyn Primary School,E13 0ES,Newham,Primary,51.5361,0.024163
142875,"Galleywall Primary, City of London Academy",SE16 3PB,Southwark,Primary,51.49003,-0.059771
142879,Canary Wharf College Crossharbour,E14 9GL,Tower Hamlets,Secondary,51.4945,-0.014864
142903,London Design and Engineering UTC,E16 2RD,Newham,Secondary,51.50757,0.063234
143020,"City of London Primary Academy, Islington",EC1Y 0AE,Islington,Primary,51.52322,-0.096446
143129,Phoenix Academy,W12 0RQ,Hammersmith and Fulham,Secondary,51.51316,-0.237875
143212,Queen's Manor School and Special Needs Unit,SW6 6ND,Hammersmith and Fulham,Primary,51.47984,-0.221762
143213,Fulham Primary School,SW6 1JU,Hammersmith and Fulham,Primary,51.48354,-0.197955
143214,Sulivan Primary School,SW6 3BN,Hammersmith and Fulham,Primary,51.47229,-0.199406
143274,Forest Gate Community School,E7 9BB,Newham,Secondary,51.54936,0.022184
143276,Gainsborough Primary School,E15 3AF,Newham,Primary,51.52464,0.005693
143277,Kaizen Primary School,E13 8LF,Newham,Primary,51.52119,0.026991
143629,Mulberry School for Girls,E1 2JP,Tower Hamlets,Secondary,51.51451,-0.060432
143659,"City of London Academy, Highgate Hill",N19 3EU,Islington,Secondary,51.56797,-0.12941
143668,Royal Wharf Primary School,E16 2ZA,Newham,Primary,51.50083,0.027916
143716,Mulberry Academy London Dock,E1W 2AD,Tower Hamlets,Secondary,51.50903,-0.066241
143739,Anglo Portuguese School of London,SW18 4QG,Wandsworth,Primary,51.45607,-0.191278
143756,"City of London Academy, Shoreditch Park",N1 5JU,Hackney,Secondary,51.53547,-0.083448
143881,Tollgate Primary School,E13 8SA,Newham,Primary,51.51973,0.0337
143882,Cleves Primary School,E6 1QP,Newham,Primary,51.5333,0.043144
143883,Drew Primary School,E16 2DP,Newham,Primary,51.50288,0.047085
144139,Ranelagh Primary School,E15 3DN,Newham,Primary,51.53167,0.009116
144140,Ravenscroft Primary School,E16 4BD,Newham,Primary,51.51979,0.022676
144141,Kensington Primary School,E12 6NN,Newham,Primary,51.54253,0.057214
144142,Curwen Primary School,E13 0AG,Newham,Primary,51.53024,0.020861
144235,Stebon Primary School,E14 7AD,Tower Hamlets,Primary,51.51679,-0.025843
144236,Bygrove Primary School,E14 6DN,Tower Hamlets,Primary,51.51252,-0.018159
144308,Rosendale Primary School,SE21 8LR,Lambeth,Primary,51.44535,-0.098765
144309,The Elmgreen School,SE27 9BZ,Lambeth,Secondary,51.43856,-0.103824
144527,Britannia Village Primary School,E16 2AW,Newham,Primary,51.50353,0.025861
144621,Belleville Wix Academy,SW4 0AJ,Wandsworth,Primary,51.46588,-0.151398
144699,The Clara Grant Primary School,E3 4BU,Tower Hamlets,Primary,51.52179,-0.019688
144700,Mulberry Stepney Green Mathematics and Computing College,E1 4SD,Tower Hamlets,Secondary,51.51853,-0.042185
144756,Mulberry UTC,E3 2RU,Tower Hamlets,Secondary,51.53395,-0.026398
144962,City of London Academy Highbury Grove,N5 2EQ,Islington,Secondary,51.549,-0.097778
145030,The Alton School,SW15 4PD,Wandsworth,Primary,51.45276,-0.253486
145060,Griffin Primary School,SW8 4JB,Wandsworth,Primary,51.47424,-0.13836
145087,Rosetta Primary School,E16 3PB,Newham,Primary,51.51542,0.027311
145088,Earlham Primary School,E7 9AW,Newham,Primary,51.54711,0.016517
145113,Cumberland Community School,E13 8SJ,Newham,Secondary,51.52052,0.033044
145126,Harris Academy St John's Wood,NW8 0NL,Westminster,Secondary,51.53784,-0.17666
145130,Goose Green Primary and Nursery School,SE22 8HG,Southwark,Primary,51.46147,-0.077034
145235,Monega Primary School,E12 6TT,Newham,Primary,51.54517,0.042363
145280,Chesterton Primary School,SW11 5DT,Wandsworth,Primary,51.47363,-0.156643
145313,Bacon's College,SE16 6AT,Southwark,Secondary,51.50236,-0.042273
145362,Elmhurst Primary School,E7 8JY,Newham,Primary,51.53998,0.031272
145363,Hallsville Primary School,E16 1LN,Newham,Primary,51.51249,0.016861
145364,Nelson Primary School,E6 2SE,Newham,Primary,51.53311,0.061187
145365,Scott Wilkie Primary School,E16 3HD,Newham,Primary,51.51213,0.037469
145366,Vicarage Primary School,E6 6AD,Newham,Primary,51.52681,0.060744
145367,New City Primary School,E13 9NE,Newham,Primary,51.52463,0.037148
145368,Gallions Primary School,E6 6WG,Newham,Primary,51.51258,0.068029
145410,Royal Docks Academy,E16 3HS,Newham,Secondary,51.51099,0.035026
145609,Lubavitch House School (Senior Girls),N16 5RP,Hackney,Secondary,51.57224,-0.073273
145610,Lubavitch Girls Primary School,N16 5RP,Hackney,Primary,51.57224,-0.073273
145614,"Christ Church, Streatham Church of England Primary School",SW2 3NF,Lambeth,Primary,51.44537,-0.121689
145615,St Leonard's Church of England Primary School,SW16 6NP,Lambeth,Primary,51.42687,-0.136271
145616,St Luke's Church of England Primary School,SE27 0DZ,Lambeth,Primary,51.42713,-0.101233
145621,St George's CofE Primary School,SE23 2NE,Lewisham,Primary,51.43939,-0.051889
145627,Shaftesbury Primary School,E7 8PF,Newham,Primary,51.53983,0.037697
145730,Lubavitch Boys' Primary School,E5 9AE,Hackney,Primary,51.57279,-0.071301
145731,Hungerford School,N7 9LF,Islington,Primary,51.54869,-0.126566
145888,John Keats Primary School,SE16 3FN,Southwark,Primary,51.48569,-0.06396
146100,Turnham Academy,SE4 2HH,Lewisham,Primary,51.45981,-0.042901
146117,Surrey Square Primary School,SE17 2JY,Southwark,Primary,51.48875,-0.082974
146191,Franciscan Primary School,SW17 8HQ,Wandsworth,Primary,51.42769,-0.16065
146214,ARK John Archer Primary Academy,SW11 2AA,Wandsworth,Primary,51.46189,-0.174031
146221,Childeric Primary School,SE14 6DG,Lewisham,Primary,51.47697,-0.037875
146368,Van Gogh Primary,SW9 6HF,Lambeth,Primary,51.47467,-0.110708
146669,St Paul's Church of England Primary School,SE17 3DT,Southwark,Primary,51.48634,-0.099121
146915,North Beckton Primary School,E6 5XG,Newham,Primary,51.51694,0.056436
147073,Haberdashers' Borough Academy,SE1 0EX,Southwark,Secondary,51.50289,-0.096876
147327,Ravenstone Primary School,SW12 9SS,Wandsworth,Primary,51.44169,-0.152648
147335,St Edward's Catholic Primary School,E13 9AX,Newham,Primary,51.53311,0.036849
147336,St Francis' Catholic Primary School,E15 1HD,Newham,Primary,51.5486,0.005982
147355,Haberdashers' Hatcham Primary,SE14 5RD,Lewisham,Primary,51.48,-0.04869
147363,Haberdashers' Knights Primary,BR1 5LW,Lewisham,Primary,51.43147,0.017577
147543,Harris Academy Clapham,SW4 8LD,Lambeth,Secondary,51.453,-0.132127
147653,Waterside Academy,E8 4DL,Hackney,Secondary,51.53863,-0.076984
148003,Sedgehill Academy,SE6 3QW,Lewisham,Secondary,51.42314,-0.020763
148012,Charles Dickens Primary School,SE1 1AF,Southwark,Primary,51.50129,-0.096439
148025,St Antony's Catholic Primary School,E7 9PN,Newham,Primary,51.54067,0.024366
148224,Eastlea Community School,E16 4NP,Newham,Secondary,51.52383,0.010256
148438,St Joseph's Catholic Primary School,SW3 2QT,Kensington and Chelsea,Primary,51.49284,-0.161991
148574,Lyndhurst Primary School,SE5 8SN,Southwark,Primary,51.46952,-0.087106
148623,School 360,E15 2QS,Newham,Primary,51.53134,-0.008892
148681,Cyril Jackson Primary School,E14 8AQ,Tower Hamlets,Primary,51.51036,-0.029882
148769,Mulberry Canon Barnett Primary Academy,E1 7RQ,Tower Hamlets,Primary,51.51585,-0.070954
148901,Rokeby School,E16 4DD,Newham,Secondary,51.51874,0.015524
148902,Lister Community School,E13 9AE,Newham,Secondary,51.53143,0.024706
148972,St Winefride's RC Primary School,E12 6HB,Newham,Primary,51.54857,0.057919
149084,Mulberry Wood Wharf Primary School,E14 9ZR,Tower Hamlets,Primary,51.50326,-0.010477
149346,St Joseph's Catholic Primary School,SE16 4UP,Southwark,Primary,51.49895,-0.069276
149369,Notre Dame Catholic Girls' School,SE1 6EX,Southwark,Secondary,51.49698,-0.106112
149431,Harris Science Academy East London,E3 3DU,Newham,Secondary,51.52685,-0.006392
149488,St Joseph's RC Primary School,W9 1DF,Westminster,Primary,51.52742,-0.182209
149543,Ernest Bevin Academy,SW17 7DF,Wandsworth,Secondary,51.44122,-0.171445
149556,Streatham Wells Primary,SW2 3NJ,Lambeth,Primary,51.44022,-0.116317
149604,Grove Primary School,SE22 8AB,Southwark,Primary,51.4654,-0.082858
149605,Rotherhithe Primary School,SE16 2PE,Southwark,Primary,51.49215,-0.049813
149632,Holland Park School,W8 7AF,Kensington and Chelsea,Secondary,51.50489,-0.200599
149641,St John XXIII Catholic Primary School,W12 7QT,Hammersmith and Fulham,Primary,51.5115,-0.233673
149901,Haggerston School,E2 8LS,Hackney,Secondary,51.53239,-0.071466
150082,St Augustine's RC Primary School,W6 8QE,Hammersmith and Fulham,Primary,51.48428,-0.209592
150319,Prendergast School,SE4 1LE,Lewisham,Secondary,51.45806,-0.02753
150522,Pooles Park Primary School,N4 3NW,Islington,Primary,51.56492,-0.112308
150550,St Monica's Catholic Primary School,N1 6QN,Hackney,Primary,51.52842,-0.080586
150551,St Anthony's Catholic Primary School,SE22 0LA,Southwark,Primary,51.44971,-0.072074
150552,Our Lady and St Philip Neri Catholic Primary School,SE26 5SE,Lewisham,Primary,51.42643,-0.041465
150554,St Anne's and Guardian Angels Catholic Primary School,E1 5AW,Tower Hamlets,Primary,51.52113,-0.066118
150596,St Elizabeth Catholic Primary School,E2 9JY,Tower Hamlets,Primary,51.53271,-0.05141
150604,Cardinal Pole Catholic School,E9 6LG,Hackney,Secondary,51.54679,-0.046684
150605,Bonus Pastor Catholic College,BR1 5PZ,Lewisham,Secondary,51.42768,-0.001679
150606,Bishop Challoner Catholic School,E1 0LB,Tower Hamlets,Secondary,51.51357,-0.049749
150662,Columbia Primary School,E2 7RG,Tower Hamlets,Primary,51.5293,-0.069246
150664,St Michael's Catholic Primary School,E6 6EE,Newham,Primary,51.53022,0.058
150691,Conisborough College,SE6 2SE,Lewisham,Secondary,51.43349,-0.011295
150830,Loughborough Primary School,SW9 7UA,Lambeth,Primary,51.4702,-0.105205
150889,"London Nautical, City of London Academy",SE1 9NA,Lambeth,Secondary,51.50644,-0.10827
150937,St Michael's Catholic College,SE16 4UN,Southwark,Secondary,51.49971,-0.067457
151008,St. Thomas More Language College,SW3 2QS,Kensington and Chelsea,Secondary,51.4929,-0.162147
151009,St James's Hatcham Church of England Primary School,SE14 6AD,Lewisham,Primary,51.47422,-0.038799
151010,St Michael's Church of England Primary School,SE26 4HH,Lewisham,Primary,51.42975,-0.041754
151011,St Stephen's CofE Primary School,SE8 4ED,Lewisham,Primary,51.47019,-0.023753
151012,St Joseph's Catholic Primary School,SE16 2TY,Southwark,Primary,51.49501,-0.05325
151013,Hermitage Primary School,E1W 2PT,Tower Hamlets,Primary,51.50502,-0.064826
151310,Millbank Gardens Primary Academy,SW1P 4HR,Westminster,Primary,51.49142,-0.130443
151500,St George's Cathedral Catholic Primary School,SE1 6HR,Southwark,Primary,51.49778,-0.106843
151527,Fircroft Primary School,SW17 7PP,Wandsworth,Primary,51.43688,-0.164237
151731,Our Lady of Victories RC Primary School,SW7 5AQ,Kensington and Chelsea,Primary,51.49284,-0.179437
151832,Virginia Primary School,E2 7NQ,Tower Hamlets,Primary,51.52699,-0.074317
151990,St Aloysius' College,N6 5LY,Islington,Secondary,51.56982,-0.138642
152267,"Plashet, City of London Academy",E6 1DG,Newham,Secondary,51.53973,0.049777
152337,Lift Beacon High,N7 0JG,Islington,Secondary,51.55308,-0.129329
152443,St Vincent De Paul Catholic Primary School,SW1P 1EP,Westminster,Primary,51.49532,-0.13959
